,country,region,city,iata_code,latitude,longitude,iata_sky_code
78,PG,PG-MPL,aseki,AEK,-7.35080485552,146.19386673,AEK_sky
79,CN,CN-15,chifeng,AEQ,43.87042,120.15958,AEQ_sky
80,AF,AF-ORU,orūzgān,URZ,32.9029998779,66.630897522,URZ_sky
81,AF,AF-KHO,khost,OLR,33.3638,69.9561,OLR_sky
82,LK,LK-5,ampara,AFK,7.284,81.644,AFK_sky
83,PG,PG-NPP,none,AFR,-9.142222222220001,148.390833333,AFR_sky
84,SB,SB-ML,bila,AFT,-9.19138888889,160.948611111,AFT_sky
85,SB,SB-MK,arona,RNA,-9.86054358262,161.979546547,RNA_sky
86,SB,SB-ML,atoifi,ATD,-8.87333,161.011002,ATD_sky
87,SB,SB-WE,barakoma,VEV,-7.912779808044434,156.70599365234375,VEV_sky
88,SB,SB-WE,liangia,GEF,-7.575829982757568,156.5970001220703,GEF_sky
89,PG,PG-ESW,angoram,AGG,-4.05583333333,144.073888889,AGG_sky
90,SB,SB-ML,auki,AKS,-8.70257,160.682007,AKS_sky
91,SB,SB-RB,anua,BNY,-11.302222222200001,159.798333333,BNY_sky
92,SB,SB-CH,none,CHY,-6.711944,156.396111,CHY_sky
93,SB,SB-WE,ballalae,BAS,-6.990745,155.886656,BAS_sky
94,SB,SB-IS,fera island,FRE,-8.1075,159.576996,FRE_sky
95,SB,SB-CT,honiara,HIR,-9.4280004501343,160.05499267578,HIR_sky
96,SB,SB-GU,mbambanakira,MBU,-9.7475004196167,159.83900451660156,MBU_sky
97,SB,SB-GU,none,AVU,-9.86833333333,160.410555556,AVU_sky
98,SB,SB-MK,kirakira,IRA,-10.449700355500001,161.897994995,IRA_sky
99,SB,SB-TE,santa cruz/graciosa bay/luova,SCZ,-10.72029972076416,165.7949981689453,SCZ_sky
100,SB,SB-WE,none,MUA,-8.327969551086426,157.26300048828125,MUA_sky
101,SB,SB-WE,gizo,GZO,-8.09778022766,156.863998413,GZO_sky
102,SB,SB-WE,stirling island,MNY,-7.416940212249756,155.56500244140625,MNY_sky
103,SB,SB-ML,parasi,PRS,-9.641670227050781,161.4250030517578,PRS_sky
104,SB,SB-ML,ontong java atoll,OTV,-5.515,159.527778,OTV_sky
105,SB,SB-RB,rennell island,RNL,-11.533900260925293,160.06300354003906,RNL_sky
106,SB,SB-WE,sege,EGM,-8.578889846801758,157.87600708007812,EGM_sky
107,SB,SB-MK,santa ana island,NNB,-10.847994,162.454108,NNB_sky
108,SB,SB-GU,marau,RUS,-9.861669540409999,160.824996948,RUS_sky
109,SB,SB-IS,suavanao,VAO,-7.585559844970703,158.7310028076172,VAO_sky
110,SB,SB-CE,yandina,XYA,-9.092816,159.21841,XYA_sky
111,PG,PG-SHM,kagua,AGK,-6.396388888890001,143.853611111,AGK_sky
112,SB,SB-CH,kagau island,KGE,-7.3305,157.585,KGE_sky
113,SB,SB-WE,kolombangara island,KUE,-8.0262,156.94783,KUE_sky
114,SB,SB-ML,kwailabesi,KWS,-8.360508,160.775127,KWS_sky
115,PG,PG-NPP,none,AGL,-9.3375,149.155555556,AGL_sky
116,SB,SB-MK,star harbor,NAZ,-10.6758,162.2049,NAZ_sky
117,SB,SB-WE,ringi cove,RIN,-8.12639045715332,157.14300537109375,RIN_sky
118,SB,SB-WE,ramata,RBV,-8.168060302734375,157.64300537109375,RBV_sky
119,SB,SB-CE,tulaghi island,TLG,-9.108,160.149166667,TLG_sky
120,AU,AU-WA,argyle downs,AGY,-16.514,128.9245,AGY_sky
121,CN,CN-51,aba,AHJ,32.53154,102.35224,AHJ_sky
122,US,US-AK,amchitka island,AHT,51.377778,179.259167,AHT_sky
123,MG,MG-U,ambatolahy,AHY,-20.015833333299998,45.535,AHY_sky
124,PG,PG-MPM,aiome,AIE,-5.145699978,144.7307003,AIE_sky
125,PG,PG-WPD,aiambak,AIH,-7.342777777779999,141.2675,AIH_sky
126,MH,MH-ALL,bigatyelang island,AIC,7.279422,168.8257,AIC_sky
127,US,US-AK,chena hot springs,CEX,65.0518035889,-146.04699707,CEX_sky
128,US,US-AK,solomon,SOL,64.5605,-164.4457,SOL_sky
129,US,US-AK,herendeen bay,HED,55.801399231,-160.899002075,HED_sky
130,US,US-AK,taylor,TWE,65.6792984009,-164.798995972,TWE_sky
131,US,US-AK,tikchik,KTH,59.9631996155,-158.477005005,KTH_sky
132,US,US-AK,tuxekan island,NKI,55.849602,-133.227994,NKI_sky
133,US,US-AK,lonely,LNI,70.91069794,-153.2420044,LNI_sky
134,US,US-AK,candle,CDL,65.907699585,-161.925994873,CDL_sky
135,US,US-AK,amook bay,AOS,57.4715003967,-153.815002441,AOS_sky
136,US,US-AK,egegik,BSZ,58.2162017822,-157.352005005,BSZ_sky
137,US,US-AK,boswell bay,BSW,60.4230995178,-146.145996094,BSW_sky
138,TD,TD-SA,zakouma,AKM,10.8902777778,19.8172222222,AKM_sky
139,US,US-AL,tuskegee,TGE,32.4919013977,-85.7755966187,TGE_sky
140,US,US-AK,lazy bay,ALZ,56.8995018005,-154.248001099,ALZ_sky
141,MX,MX-SON,puerto peñasco,PPE,31.351987,-113.305177,PPE_sky
142,MZ,MZ-Q,alto molocue,AME,-15.6102777778,37.6813888889,AME_sky
143,PG,PG-ESW,none,AMF,-4.10111111111,141.67,AMF_sky
144,PG,PG-SAN,amanab,AMU,-3.586,141.214333333,AMU_sky
145,MG,MG-M,none,AMY,-17.6866666667,45.623888888900005,AMY_sky
146,SB,SB-CE,anhua island,ANH,-9.00138888889,160.225,ANH_sky
147,NR,NR-14,yaren district,INU,-0.547458,166.919006,INU_sky
148,AU,AU-NT,angus downs station,ANZ,-25.0325,132.2748,ANZ_sky
149,AO,AO-BIE,none,ANL,-11.472299575800001,16.710899353,ANL_sky
150,AO,AO-MOX,cangamba,CNZ,-13.7106,19.861099,CNZ_sky
151,AO,AO-CCU,dirico,DRC,-17.981924057006836,20.7680606842041,DRC_sky
152,AO,AO-MOX,lumbala,GGC,-12.6398773193,22.5868206024,GGC_sky
153,AO,AO-HUA,jamba,JMB,-14.698192596435547,16.070148468017578,JMB_sky
154,AO,AO-MAL,capanda,KNP,-9.76937007904,15.4553194046,KNP_sky
155,AO,AO-CNO,ndalatandos,NDF,-9.275188446044922,14.977242469787598,NDF_sky
156,PG,PG-CPM,agevairu,AOA,-9.0254,146.8,AOA_sky
157,PG,PG-MPM,none,AOB,-4.90416666667,144.635833333,AOB_sky
158,TD,TD-SA,abou deïa,AOD,11.4773,19.2874,AOD_sky
159,PG,PG-NPP,none,APP,-8.97916666667,148.103611111,APP_sky
160,PG,PG-ESW,april river,APR,-4.67666666667,142.540138889,APR_sky
161,AQ,AQ-U-A,troll station,QET,-71.95559,2.455581,QET_sky
162,US,US-AK,girdwood,AQY,60.968774,-149.119792,AQY_sky
163,AR,AR-B,bragado,QRF,-35.144,-60.4803,QRF_sky
164,AR,AR-Z,caleta olivia,CVI,-46.4318008423,-67.5186004639,CVI_sky
165,AR,AR-H,charata,CNT,-27.2164,-61.2103,CNT_sky
166,AR,AR-B,general villegas,VGS,-35.0,-63.0,VGS_sky
167,AR,AR-R,los menucos,LMD,-40.817699,-68.074699,LMD_sky
168,AR,AR-H,presidencia roque sáenz peña,SZQ,-26.815799713134766,-60.448299407958984,SZQ_sky
169,AR,AR-R,valcheta,VCF,-40.7000007629,-66.1500015259,VCF_sky
170,AR,AR-S,sunchales,NCJ,-30.9575,-61.5283,NCJ_sky
171,AR,AR-B,carmen de patagones,CPG,-40.7781,-62.9803,CPG_sky
172,AR,AR-H,presidencia roque sáenz peña,PRQ,-26.753611,-60.492222,PRQ_sky
173,AR,AR-U,sarmiento,OLN,-45.582371,-68.999841,OLN_sky
174,PG,PG-MBA,none,ARP,-9.88333333333,149.483333333,ARP_sky
175,US,US-NJ,asbury park,ARX,40.2193055556,-74.0908333333,ARX_sky
176,AS,AS-U-A,tau village,TAV,-14.2292003632,-169.511001587,TAV_sky
177,PG,PG-WBK,none,ASZ,-6.009722222220001,150.368611111,ASZ_sky
178,PG,PG-NIK,namatanai,ATN,-3.6695,152.438,ATN_sky
179,PG,PG-SAN,aitape,ATP,-3.1436111111100002,142.346805556,ATP_sky
180,AU,AU-QLD,lady elliot island,LYT,-24.1129,152.7156,LYT_sky
181,AU,AU-QLD,agnew,AGW,-12.145600318908691,142.1490020751953,AGW_sky
182,AU,AU-NT,alroy downs,AYD,-19.290800094604492,136.07899475097656,AYD_sky
183,AU,AU-NT,baniyala,BYX,-13.19810009,136.227005005,BYX_sky
184,AU,AU-NT,coolibah,COB,-15.548299789428711,130.96200561523438,COB_sky
185,AU,AU-SA,coorabie,CRJ,-31.894399642944336,132.29600524902344,CRJ_sky
186,AU,AU-WA,carlton hill,CRY,-15.501899719238281,128.53399658203125,CRY_sky
187,AU,AU-NT,cresswell downs,CSD,-17.947999954223633,135.91600036621094,CSD_sky
188,AU,AU-QLD,diamantina lakes,DYM,-23.761699676513672,141.14500427246094,DYM_sky
189,AU,AU-QLD,hayman island,HIS,-20.059999465942383,148.88099670410156,HIS_sky
190,AU,AU-QLD,helenvale,HLV,-15.685799598693848,145.21499633789062,HLV_sky
191,AU,AU-WA,kimberley downs,KBD,-17.39780044555664,124.3550033569336,KBD_sky
192,AU,AU-NT,kulgera,KGR,-25.84280014038086,133.29200744628906,KGR_sky
193,AU,AU-QLD,miranda downs,MWY,-17.328899,141.886002,MWY_sky
194,AU,AU-WA,myroodah,MYO,-18.12470054626465,124.27200317382812,MYO_sky
195,AU,AU-QLD,orchid beach,OKB,-24.959400177002,153.31500244141,OKB_sky
196,AU,AU-NT,peppimenarti,PEP,-14.144200325,130.091003418,PEP_sky
197,AU,AU-NT,rockhampton downs,RDA,-18.95330047607422,135.2010040283203,RDA_sky
198,AU,AU-WA,sturt creek,SSK,-19.166400909423828,128.1739959716797,SSK_sky
199,AU,AU-WA,shaw river,SWB,-21.510299682617188,119.36199951171875,SWB_sky
200,AU,AU-WA,tom price,TPR,-22.746000289900003,117.869003296,TPR_sky
201,AU,AU-QLD,torwood,TWP,-17.363300323486328,143.75,TWP_sky
202,AU,AU-WA,springvale,ZVG,-17.78689956665039,127.66999816894531,ZVG_sky
203,PG,PG-MRL,aua island,AUI,-1.46055555556,143.064722222,AUI_sky
204,PG,PG-ESW,ambunti,AUJ,-4.21566666667,142.823166667,AUJ_sky
205,PG,PG-MBA,none,AUP,-9.930833,149.385667,AUP_sky
206,PG,PG-WBK,aumo,AUV,-5.731111111110001,148.445277778,AUV_sky
207,GA,GA-3,wonga wongué presidential reserve,AWE,-0.545,9.444,AWE_sky
208,PG,PG-MPM,awar,AWR,-4.124,144.853,AWR_sky
209,CN,CN-15,bayanhot,AXF,38.74831,105.58858,AXF_sky
210,PG,PG-EPW,none,KPM,-5.38166666667,143.924722222,KPM_sky
211,PG,PG-NSB,buka island,BUA,-5.4223198890686035,154.67300415039062,BUA_sky
212,PG,PG-MPL,biaru,BRP,-7.6693,146.7594,BRP_sky
213,PG,PG-CPK,kundiawa,CMU,-6.024290084838867,144.9709930419922,CMU_sky
214,PG,PG-ESW,munduku,MDM,-4.6204,143.4516,MDM_sky
215,PG,PG-WPD,kondobol,KPF,-8.5336,142.5049,KPF_sky
216,PG,PG-MPL,dinangat,DNU,-6.1546,146.6772,DNU_sky
217,PG,PG-MBA,castori islets,DOI,-10.7009,150.7218,DOI_sky
218,PG,PG-WPD,daru,DAU,-9.08675956726,143.207992554,DAU_sky
219,PG,PG-NPP,embessa,EMS,-9.447,148.7628,EMS_sky
220,PG,PG-SAN,yellow river mission,XYR,-3.883986,141.792234,XYR_sky
221,PG,PG-SAN,eliptamin,EPT,-5.0412,141.6779,EPT_sky
222,PG,PG-MPL,engati,EGA,-6.9179,146.1053,EGA_sky
223,PG,PG-NPP,emo mission,EMO,-9.1234,148.0415,EMO_sky
224,PG,PG-CPM,erume,ERU,-8.2538,146.9747,ERU_sky
225,PG,PG-WBK,demgulu,MFZ,-6.1364,149.1183,MFZ_sky
226,PG,PG-SAN,feramin,FRQ,-5.208,141.6988,FRQ_sky
227,PG,PG-ESW,frieda river,FAQ,-4.610468,141.960138,FAQ_sky
228,PG,PG-WPD,fuma,FUM,-6.3933,142.4408,FUM_sky
229,PG,PG-EHG,goronka,GKA,-6.081689834590001,145.391998291,GKA_sky
230,PG,PG-CPM,guari,GUG,-8.1286,146.8722,GUG_sky
231,PG,PG-MPL,au,GRL,-7.980713,147.213461,GRL_sky
232,PG,PG-MBA,gurney,GUR,-10.3114995956,150.333999634,GUR_sky
233,PG,PG-GPK,gusap,GAP,-6.053196,145.959047,GAP_sky
234,PG,PG-NPP,popondetta,PNP,-8.80453968048,148.309005737,PNP_sky
235,PG,PG-WPD,gasuke,GBC,-6.1028,141.7393,GBC_sky
236,PG,PG-WPD,habi,HBD,-6.32,142.4893,HBD_sky
237,PG,PG-MPL,heiweni,HNI,-7.4223,146.4276,HNI_sky
238,PG,PG-WPD,honinabi,HNN,-16.2457,142.1771,HNN_sky
239,PG,PG-WBK,hoskins,HKN,-5.462170124053955,150.40499877929688,HKN_sky
240,PG,PG-GPK,haivaro,HIT,-6.9406,143.059,HIT_sky
241,PG,PG-MPL,imane,IMN,-6.7524,146.1072,IMN_sky
242,PG,PG-WPD,kungim,KGM,-5.671,141.03,KGM_sky
243,PG,PG-SAN,imonda,IMD,-3.328,141.1573,IMD_sky
244,PG,PG-NSB,kieta,KIE,-6.305417,155.728139,KIE_sky
245,PG,PG-SHM,ialibu,IAL,-6.2782,143.9944,IAL_sky
246,PG,PG-WBK,garove island,WIU,-4.689522,149.440112,WIU_sky
247,PG,PG-CPM,yongai,KGH,-8.5289,147.4603,KGH_sky
248,PG,PG-MBA,losuia,LSA,-8.505820274353027,151.08099365234375,LSA_sky
249,PG,PG-HE,kopiago,KPA,-5.3883,142.4977,KPA_sky
250,PG,PG-WPD,kiunga,UNG,-6.1257100105285645,141.28199768066406,UNG_sky
251,PG,PG-MPM,kanainj,KNE,-5.2903,144.7072,KNE_sky
252,PG,PG-GPK,kikori,KRI,-7.424379825592041,144.2500762939453,KRI_sky
253,PG,PG-GPK,kerema,KMA,-7.96361017227,145.770996094,KMA_sky
254,PG,PG-MPM,kar kar island,KRX,-4.557,145.9404,KRX_sky
255,PG,PG-GPK,kuri,KUQ,-7.135083,143.276111,KUQ_sky
256,PG,PG-NIK,kavieng,KVG,-2.57940006256,150.807998657,KVG_sky
257,PG,PG-NIK,londolovit,LNV,-3.04361009598,152.628997803,LNV_sky
258,PG,PG-MPL,lab lab mission,LAB,-5.7204,148.0566,LAB_sky
259,PG,PG-MPL,lowai,LWI,-6.3344,146.6458,LWI_sky
260,PG,PG-MPL,leron plains,LPN,-6.3917,146.3434,LPN_sky
261,PG,PG-GPK,lese,LNG,-8.2799,146.2765,LNG_sky
262,PG,PG-MPM,long island,LSJ,-5.3604,147.0177,LSJ_sky
263,AE,AE-AZ,abu dhabi,AYM,24.467,54.6103,AYM_sky
264,PG,PG-NPP,manari,MRM,-9.1908,147.6219,MRM_sky
265,PG,PG-MPL,morobe,OBM,-7.74,147.59,OBM_sky
266,PG,PG-MPM,madang,MAG,-5.20707988739,145.789001465,MAG_sky
267,PG,PG-WHM,mount hagen,HGU,-5.826789855957031,144.29600524902344,HGU_sky
268,PG,PG-WPD,mougulu,GUV,-6.280859,142.420775,GUV_sky
269,PG,PG-SHM,mendi,MDU,-6.14774,143.656998,MDU_sky
270,PG,PG-MRL,manus island,MAS,-2.06189,147.423996,MAS_sky
271,PG,PG-SHM,moro,MXH,-6.36332988739,143.238006592,MXH_sky
272,PG,PG-MBA,misima island,MIS,-10.689200401299999,152.837997437,MIS_sky
273,PG,PG-EHG,marawaka,MWG,-6.9736,145.8849,MWG_sky
274,PG,PG-MPM,gwarawon,NKN,-5.837,146.4533,NKN_sky
275,PG,PG-CPK,negarbo,GBF,-6.567778,144.703058,GBF_sky
276,PG,PG-EBR,manguna,MFO,-5.577778,151.792333,MFO_sky
277,PG,PG-MPL,kasonombe,KSB,-6.3819,146.9859,KSB_sky
278,PG,PG-CPK,namane,NMN,-6.32183,145.070667,NMN_sky
279,PG,PG-CPK,nambaiyufa,NBA,-6.2412,145.2424,NBA_sky
280,PG,PG-MPL,lae,LAE,-6.569803,146.725977,LAE_sky
281,PG,PG-MPL,konge,KGB,-6.2239,147.2152,KGB_sky
282,PG,PG-SAN,oksapmin,OKP,-5.2261,142.2259,OKP_sky
283,PG,PG-GPK,komako,HOC,-7.3984,145.8827,HOC_sky
284,PG,PG-GPK,komaio,KCJ,-7.2714,143.5952,KCJ_sky
285,PG,PG-HE,koroba,KDE,-5.6952,142.7441,KDE_sky
286,PG,PG-WBK,maitanakunai,OPB,-4.794727,151.696195,OPB_sky
287,PG,PG-WPD,pangoa,PGB,-7.0226,141.5605,PGB_sky
288,PG,PG-SHM,pangia,PGN,-6.386,144.1084,PGN_sky
289,PG,PG-WPD,mapoda,MPF,-7.979,143.1694,MPF_sky
290,PG,PG-MBA,pumani,PMN,-9.7469,149.4766,PMN_sky
291,PG,PG-NCD,port moresby,POM,-9.443380355834961,147.22000122070312,POM_sky
292,PG,PG-CPM,sopu,SPH,-8.3038,147.1659,SPH_sky
293,PG,PG-MPL,sialum,SXA,-6.0908,147.5955,SXA_sky
294,PG,PG-WPD,none,RMN,-5.89722222222,141.271666667,RMN_sky
295,PG,PG-CPK,karimui,KMR,-6.4921,144.823,KMR_sky
296,PG,PG-EPW,maramuni,MWI,-5.13,143.4829,MWI_sky
297,PG,PG-ESW,may river,MRH,-4.3615,141.785,MRH_sky
298,PG,PG-WPD,none,SBE,-6.10444444444,142.278333333,SBE_sky
299,PG,PG-NIK,simberi island,NIS,-2.66222222222,151.997777778,NIS_sky
300,PG,PG-NPP,sila mission,SIL,-9.07355555556,148.38925,SIL_sky
301,PG,PG-NSB,sabah,SBV,-5.5765,155.0489,SBV_sky
302,PG,PG-MPM,simbai,SIM,-5.278611111110001,144.544722222,SIM_sky
303,PG,PG-WPD,selbang,SBC,-5.315,141.752,SBC_sky
304,PG,PG-ESW,sepik plains,SPV,-3.8821,143.6734,SPV_sky
305,PG,PG-WBK,sauren,SXW,-5.9701,148.8543,SXW_sky
306,PG,PG-MPL,masa,MBV,-6.345,147.591,MBV_sky
307,PG,PG-HE,tari,TIZ,-5.84499979019,142.947998047,TIZ_sky
308,PG,PG-WPD,tabubil,TBG,-5.27861,141.225998,TBG_sky
309,PG,PG-CPM,tapini,TPI,-8.35666666667,146.989166667,TPI_sky
310,PG,PG-EBR,tokua,RAB,-4.34045982361,152.380004883,RAB_sky
311,PG,PG-SAN,tekin,TKW,-5.24366666667,142.165194444,TKW_sky
312,PG,PG-MPM,teptep,TEP,-5.9553,146.5595,TEP_sky
313,PG,PG-MPL,tsewi,TSW,-7.0695,146.1272,TSW_sky
314,PG,PG-WPD,tarakbits,TRJ,-5.614,141.0421,TRJ_sky
315,PG,PG-MPL,tawa,TWY,-7.4463,146.1067,TWY_sky
316,PG,PG-MPL,tekadu,TKB,-7.6808,146.5503,TKB_sky
317,PG,PG-EHG,aiyura valley,AYU,-6.33805555556,145.904166667,AYU_sky
318,PG,PG-MPL,umba,UMC,-7.0214,145.966,UMC_sky
319,PG,PG-NPP,uroubi,URU,-9.5162,148.5591,URU_sky
320,PG,PG-WPD,upiara,UPR,-8.5411,142.6503,UPR_sky
321,PG,PG-EBR,uvol,UVO,-6.0178,150.9557,UVO_sky
322,PG,PG-WBK,talasea,TLW,-5.2726,150.0089,TLW_sky
323,PG,PG-ESW,torembi,TCJ,-4.0165,143.1329,TCJ_sky
324,PG,PG-SAN,vanimo,VAI,-2.6926,141.3028,VAI_sky
325,PG,PG-NSB,tonu,TON,-6.6552,155.4326,TON_sky
326,PG,PG-GPK,wabo,WAO,-6.98944444444,145.075111111,WAO_sky
327,PG,PG-EPW,none,WBM,-5.6433000564575195,143.89500427246094,WBM_sky
328,PG,PG-WPD,wavoi falls,WAJ,-6.9523,142.6557,WAJ_sky
329,PG,PG-ESW,wewak,WWK,-3.58383011818,143.669006348,WWK_sky
330,PG,PG-EHG,wonenara,WOA,-6.796861111110001,145.891944444,WOA_sky
331,PG,PG-EBR,wakunai,WKN,-5.8603,155.2223,WKN_sky
332,PG,PG-MPL,wasu,WSU,-5.96170944919,147.19822526,WSU_sky
333,PG,PG-CPM,fatima mission,WTP,-8.54583333333,147.2525,WTP_sky
334,PG,PG-SAN,wau,WUG,-7.345555555560001,146.718611111,WUG_sky
335,PG,PG-MPL,yeva,YVD,-7.548,146.188,YVD_sky
336,PG,PG-MPL,sim,SMJ,-7.75,146.9273,SMJ_sky
337,PG,PG-WPD,weam,WEP,-8.6184,141.1381,WEP_sky
338,LK,LK-5,pottuvil,AYY,6.86,81.82388888890002,AYY_sky
339,PG,PG-MPL,yalumet,KYX,-6.09,147.0117,KYX_sky
340,PG,PG-MPL,yasuru,KSX,-6.6015,146.1813,KSX_sky
341,US,US-NY,amityville,AYZ,40.71,-73.4,AYZ_sky
342,PG,PG-WBK,wasum,WUM,-6.0491,149.337,WUM_sky
343,AZ,AZ-BA,baku,ZXT,40.4955422161,49.9768066406,ZXT_sky
344,US,US-AZ,supai village,HAE,36.191600799599996,-113.092002869,HAE_sky
345,PG,PG-CPM,none,AZB,-10.2991666667,149.338333333,AZB_sky
346,PG,PG-WBK,unea island,BAJ,-4.8833333333299995,149.133333333,BAJ_sky
347,PG,PG-CPM,nabai,BAP,-10.3432,149.6414,BAP_sky
348,US,US-MO,branson,BKG,36.532082,-93.200544,BKG_sky
349,US,US-CO,crestone,BCJ,37.964777777799995,-105.776666667,BCJ_sky
350,PG,PG-MPM,bambu,BCP,-5.863611111110001,146.4925,BCP_sky
